well find a way | arch_once | rumpelstiltskin | 0 | 0
she will or i promise you there will be suffering | arch_once | mr. gold | 0 | 0
what are you doing with that on | arch_got | eddard stark | 0 | 1
what is your name | arch_movies | aragorn | 0 | 0
you may have got the best of me this time dark one but i promise you in the next life it wont be so pleasant for you | arch_once | hook | 0 | 0
you certainly are | arch_once | hercules | 0 | 0
im gonna back off | arch_once | hook | 0 | 1
its a parley | arch_once | snow white | 0 | 0
it will grieve you then to learn that  he is dead | arch_movies | faramir | 0 | 0
she knows what happened to anna | arch_once | elsa | 0 | 0
its not really murder if we let him succumb to his injuries | arch_once | dr. whale | 0 | 0
which is why we dont give up | arch_once | john | 0 | 0
i need to find a way to restore the hat | arch_once | david | 0 | 0
where where have you been | arch_once | belle | 0 | 0
iim so sorry | arch_once | lacey | 0 | 0
so he was lying | arch_got | bran | 0 | 0
home of the horselords | arch_movies | aragorn | 0 | 0
theres only one person bold enough to steal from the wicked witch | arch_once | zelena | 0 | 0
how could i be so blind | arch_once | mulan | 0 | 0
but you told me to be honest father | arch_once | pinocchio | 0 | 0
and then in the middle i may get another idea and things are different | arch_once | august | 0 | 1
henry come on | arch_once | emma | 0 | 0
keep him safe ruby | arch_once | emma | 0 | 0
what did you do to her | arch_once | prince charming | 0 | 0
it will break his heart and that will cure him | arch_once | king george | 0 | 0
how the hell am i supposed to find a room with no door | arch_once | david | 0 | 0
better that than helping you with your dirty work | arch_once | merida | 0 | 0
simply play the part | arch_once | rumpelstiltskin | 0 | 0
i need the book | arch_once | regina | 0 | 0
that was then | arch_once | mr. gold | 0 | 1
ill come back | arch_got | robb stark | 0 | 0
once a king  or queen of narnia always a king or  queen | arch_movies | aslan | 0 | 0
youre worse than beaver  on bath day | arch_movies | mrs. beaver | 0 | 0
doesnt seem fair to ask somebody for their heart until i can fix me own eh | arch_once | will | 0 | 0
who would name their dog that | arch_once | david | 0 | 1
if you want | arch_got | samwell tarly | 0 | 1
i tried to be the person that you wanted me to be and i failed | arch_once | regina | 0 | 0
theres always something with him | arch_once | mr. gold | 0 | 0
so how is henry | arch_once | regina | 0 | 0
last warning fruitcake | arch_once | madame faustina | 0 | 1
how long is it since saruman bought  you | arch_movies | éomer | 0 | 0
how long could this take | arch_once | emma | 0 | 0
i was wrong | arch_once | david | 0 | 0
my family is rich | arch_got | tyrion lannister | 0 | 1
then we have a deal | arch_once | the snow queen | 0 | 0
i hope so | arch_once | mmb | 0 | 0
you really must be more careful | arch_once | rumpelstiltskin | 0 | 0
yes some large rock decided i was a hero | arch_once | king arthur | 0 | 0
uh regina i was hoping we could talk | arch_once | robin | 0 | 0
that she can get you | arch_once | mr. gold | 0 | 0
theyve taken their toll poisoned my heart thickened the blood | arch_once | mr gold | 0 | 0
robin thought it was hope a sign that | arch_once | regina | 0 | 0
well she said she needed some time alone | arch_once | mary margaret | 0 | 0
theyre meant to be here | arch_once | king arthur | 0 | 0
oh no no no | arch_once | merlin | 0 | 0
is this some kind of trick | arch_once | red | 0 | 0
she lives in all dark ones | arch_once | hook | 0 | 0
if we walk south we can circumvent the ravine | arch_once | james | 0 | 0
its the biggest day of ive got a grand in roses in the back | arch_once | mr. french | 0 | 1
i cant believe i had a child with you | arch_once | mary margaret | 0 | 1
wed love to stay but storybrooke awaits | arch_once | cora | 0 | 0
honestys never been the best colour on me | arch_once | mr. gold | 0 | 0
no of course not | arch_once | granny | 0 | 0
because im what | arch_once | emma | 0 | 0
worked quite well for me | arch_once | hook | 0 | 0
you really didnt take him | arch_once | ariel | 0 | 0
still hasnt moved huh | arch_once | emma | 0 | 0
its just not possible | arch_once | mmb | 0 | 0
she knows we support her no matter what and if losing her magic is what she wants well maybe its not such a bad thing | arch_once | david | 0 | 0
it wont work | arch_once | jefferson | 0 | 0
i know enough | arch_once | maleficent | 0 | 0
times running out | arch_once | hook | 0 | 0
what will you do | arch_once | robin hood | 0 | 0
but youre still young | arch_once | elsa | 0 | 0
gods keep you on the kingsroad | arch_got | man | 0 | 0
thats zelena your siste | arch_once | henry | 0 | 0
its enough to buy us all bus tickets out of here | arch_once | boy | 0 | 0
that story you told | arch_once | snow white | 0 | 0
im afraid he got away | arch_once | felix | 0 | 0
if its tipped over it means their soul has gone on to a better place okay | arch_once | cruella de vil | 0 | 0
no no no | arch_once | walsh | 0 | 0
maybe your sparkly bluedressed friend is closer than you think | arch_once | regina | 0 | 1
im here because im the sheriff | arch_once | emma | 0 | 0
you saved my daughters life | arch_once | king leopold | 0 | 0
who is this | arch_once | regina | 0 | 1
then you know exactly why i came here | arch_once | rumpelstiltskin | 0 | 0
now take him to the woods and make me a hero | arch_once | emma | 0 | 0
it was my boyfriends idea okay | arch_once | lily | 0 | 1
weve been running avon by making this potion in secret | arch_once | emma | 0 | 0
she can save us | arch_once | elsa | 0 | 0
you tell me one thing and whatever you say i better believe it  why does captain hook want to go to storybrooke | arch_once | emma | 0 | 0
you knew i didnt poison joffrey but you sentenced me all the same | arch_got | tyrion lannister | 0 | 0
if these spellbooks are correct as soon as arthur adds the crimson crown to the cauldron he should be able to make contact with merlin | arch_once | regina | 0 | 0
i was certain shed lost that power | arch_once | rumpelstiltskin | 0 | 0
its a magical storybook | arch_once | woman | 0 | 0
i spent a lot of time tracking down people who dont want to be found | arch_once | emma | 0 | 0
i think you do | arch_once | regina | 0 | 0
you must be able to get us in there | arch_once | belle | 0 | 0
because if youre trying to get back at me anna it isnt funny | arch_once | elsa | 0 | 0
your parents didnt leave you on the side of a freeway | arch_once | henry | 0 | 1
you havenât heard my price | arch_once | smee | 0 | 0
id to go to the end of the world for her | arch_once | hook | 0 | 0
i think youre right | arch_once | evil queen | 0 | 0
i can see that you have many questions | arch_once | the apprentice | 0 | 0
look at it | arch_got | loras | 0 | 1
and we have to make sure she stays on it for both our sakes | arch_once | mr gold | 0 | 0
this is how you want to speak to me hmm | arch_got | tywin lannister | 0 | 1
you know what they represent now dont you | arch_once | rumplestiltskin | 0 | 0
snow i couldnt let you down | arch_once | hercules | 0 | 0
and i thought you were a flying monkey | arch_once | regina | 0 | 0
and look at you | arch_once | ingrid | 0 | 1
i thought id never see you again | arch_once | robin hood | 0 | 0
we had a deal | arch_once | hook | 0 | 0
um belle theres something i need to show you | arch_once | will | 0 | 0
its on us too | arch_once | elsa | 0 | 0
theyve been living happily ever after ever since | arch_once | zelena | 0 | 0
but this new dark one we need as many allies as we can get | arch_once | merlin | 0 | 0
that feeling was uh | arch_once | regina | 0 | 0
i do trust you to control your own fate | arch_once | emma | 0 | 0
you might want to check his castle | arch_once | mmb | 0 | 0
then can you help me | arch_once | evil queen | 0 | 0
and you will give a full report | arch_once | emma | 0 | 1
you are literally hanging a big assumption on a really thin straw | arch_once | kristoff | 0 | 1
justlook at it | arch_once | mr. gold | 0 | 0
just like you | arch_got | lady crane | 0 | 0
not for whats ahead | arch_once | august | 0 | 0
but right now i need something to defeat the woman whos puppetmastering your boyfriend | arch_once | regina | 0 | 0
oh you startled me | arch_once | belle | 0 | 0
make for the lower  ground | arch_movies | éowyn | 0 | 0
this feels a lot like walking | arch_once | emma | 0 | 0
its my parents | arch_once | jiminy | 0 | 0
aye well all are welcome here | arch_got | ray | 0 | 0
the dark one  he must be stopped | arch_once | hook | 0 | 0
and you know its natural | arch_once | archie | 0 | 1
do you know what i regret most | arch_once | regina | 0 | 0
wouldnt i know | arch_once | peter | 0 | 0
he said hed be glad to talk to the hand himself | arch_got | jory cassel | 0 | 0
what are our options | arch_once | prince charming | 0 | 1
the last drink he shall ever take | arch_got | bobono | 0 | 0
lord starks lucky he still has a head | arch_got | loras | 0 | 0
youre aware we have two new friends in town | arch_once | david | 0 | 0
then what are you raving about  | arch_got | jaime lannister | 0 | 0
ive already made peace with that | arch_once | david | 0 | 0
you must have brought something to make this glamour work | arch_once | regina | 0 | 0
the sheriff of nottingham actually | arch_once | sheriff of nottingham | 0 | 0
not the fruit that it yields | arch_once | arlo | 0 | 0
frodos eyes close | arch_movies | arwen | 0 | 0
well then well find another way to stop her | arch_once | prince charming | 0 | 0
which incidentally is exactly what ive got in store for you | arch_once | mr. gold | 0 | 0
its the only joy i can find in all this misery | arch_got | olenna | 0 | 0
youve won nothing | arch_once | snow | 0 | 0
i dont believe that | arch_once | henry | 0 | 1
it just showed up in my closet when i needed it | arch_once | mary margaret | 0 | 1
and you are a stark | arch_got | eddard stark | 0 | 0
emma and mary margaret are going to defeat her | arch_once | henry | 0 | 0
so tell me captain  how do you expect to kill someone when you cant even remember him | arch_once | cora | 0 | 0
well lets find out | arch_once | david | 0 | 0
youre  a family | arch_movies | professor | 0 | 0
i think youre mistaking business with pleasure | arch_got | vayrs | 0 | 0
the kings too fat for his armor | arch_got | robert baratheon | 0 | 0
is there any chance i may have some  more turkish delight now | arch_movies | edmund | 0 | 1
were your friends | arch_once | emma | 0 | 0
to the frankensteins | arch_once | victor | 0 | 0
ten thousand strong at least | arch_movies | aragorn | 0 | 0
what choice do we have | arch_once | emma | 0 | 0
i didnt always have it | arch_once | mr. gold | 0 | 0
the police are probably looking for you right now | arch_once | emma | 0 | 0
we wont let that happen | arch_once | hook | 0 | 0
do you really think he would choose you over her | arch_once | lady tremaine | 0 | 0
virtues of blind faith | arch_once | regina | 0 | 0
im sorry if i want things to be perfect when i meet the girl my son is going to marry | arch_once | ruth | 0 | 0
i knew her well enough to know what she wanted most in the world was to see you win | arch_once | hook | 0 | 0
you can save me kid | arch_once | emma | 0 | 0
no one is working as hard as you are right now | arch_once | zelena | 0 | 1
i just dont think i feel the same way about you as you do me | arch_once | violet | 0 | 0
what do you want | arch_once | emma | 0 | 0
you take a minute | arch_once | adoption agent | 0 | 1
i know this is hard but we need your help | arch_once | david | 0 | 0
lets just say we bury the hatchet | arch_once | hook | 0 | 1
he has a birthmark your grace | arch_got | olyvar | 0 | 0
ive seen them turn a man from solid gold back into flesh | arch_once | prince charming | 0 | 0
show me that the mom i know is still in there somewhere | arch_once | henry | 0 | 0
stop being a scared parent | arch_once | grumpy | 0 | 0
hades thinks he can beat us | arch_once | emma | 0 | 0
isnt that what lifes about | arch_once | leroy | 0 | 0
she can get him out | arch_once | emma | 0 | 0
you listen to me | arch_once | poseidon | 0 | 0
the chances of you surviving this little encounter are pretty slim | arch_once | mr. gold | 0 | 0
unless i find a way to change the rules | arch_once | mr. gold | 0 | 0
first i want you to meet my friend belle | arch_once | anna | 0 | 0
oh yes he will | arch_once | king george | 0 | 0
how did you know | arch_once | snow white | 0 | 0
so even though its still glowing because shes not here it means | arch_once | elsa | 0 | 0
let me sneak up there and see what hes up to | arch_once | kristoff | 0 | 0
i just want her to be happy even if she thinks thats impossible | arch_once | robin | 0 | 0
i have a much bigger surprise coming for you | arch_once | mr gold | 0 | 0
im going to die | arch_once | rumpelstiltskin | 0 | 0
cant do it | arch_once | isaac | 0 | 1
a broken heart | arch_once | snow white | 0 | 0
so now youre going to get both | arch_once | prince charming | 0 | 0
i did see his tattoo | arch_once | regina | 0 | 0
and you served another king | arch_got | eddard stark | 0 | 0
the tracks lead away from the battle  into fangorn forest | arch_movies | aragorn | 0 | 0
and when it does regina will truly have lost everything and then shell need me | arch_once | cora | 0 | 0
you are not all evil and im not all good | arch_once | mary margaret | 0 | 0
better than no one  | arch_got | benjen stark | 0 | 0
in this new land i want comfort | arch_once | rumpelstiltskin | 0 | 0
its good to be back | arch_once | maleficent | 0 | 1
you have to save her | arch_once | zelena | 0 | 0
are you insinuating something | arch_once | regina | 0 | 0
not until you tell me what maleficent has you in here doing | arch_once | emma | 0 | 0
are you backing out | arch_once | baelfire | 0 | 0
sheriffs station thank you for calling | arch_once | ruby | 0 | 0
hes fine dear | arch_once | regina | 0 | 0
but youve made great progress | arch_got | high sparrow | 0 | 0
she sold us out for a reunion with daddy dearest | arch_once | cruella de vil | 0 | 0
yyou saved my life | arch_once | belle | 0 | 0
but you do understand power and youre about to lose it | arch_once | cora | 0 | 0
we found you | arch_once | mulan | 0 | 0
i murdered her | arch_got | tyrion lannister | 0 | 0
your evil twin is sheriff | arch_once | hook | 0 | 0
anything you want to tell me | arch_once | david | 0 | 1
thank you by the way for earlier | arch_once | regina | 0 | 1
im going to kill the queen | arch_once | snow white | 0 | 0
ive asked around for the best thief in the land dearie | arch_once | rumplestiltskin | 0 | 0
uh cant be a gift | arch_once | rumpelstiltskin | 0 | 1
i uh dont have any silver | arch_once | emma | 0 | 0
i couldve killed her but i didnt | arch_once | regina | 0 | 0
keep your baubles | arch_once | rumpelstiltskin | 0 | 1
brothels make a much better investment than ship ive found | arch_got | littlefinger | 0 | 0
lord arryn was a kind and trusting man | arch_got | vayrs | 0 | 0
sounds too good to be true | arch_once | mmb | 0 | 0
we should split up  divide them | arch_once | snow white | 0 | 0
he comes in here on his lunch break every day | arch_once | blind witch | 0 | 1
a sleepless malice | arch_movies | legolas | 0 | 0
what the no | arch_once | regina | 0 | 1
got a car full of groceries and well it hasnt exactly been a banner day | arch_once | regina | 0 | 0
what are you | arch_once | david | 0 | 0
she was baelfires mother | arch_once | belle | 0 | 0
oh go ahead | arch_once | merida | 0 | 1
youre a lying wretch | arch_movies | sam | 0 | 0
another sleeping curse | arch_once | emma | 0 | 0
so youre gonna tell her | arch_once | hook | 0 | 1
who told you that | arch_once | david | 0 | 0
well its your lucky day | arch_once | regina | 0 | 0
we got to get out of here | arch_once | emma | 0 | 0
here he is | arch_got | tobho mott | 0 | 1
we dont need help | arch_once | mary margaret | 0 | 0
does anyone want to tell me whats going on | arch_once | mary margaret | 0 | 0
is he with you | arch_once | regina | 0 | 0
he still is | arch_got | jorah mormont | 0 | 1
you shall have the command | arch_got | eddard stark | 0 | 0
because that is all i can handle right now | arch_once | emma | 0 | 0
she had these | arch_once | david | 0 | 0
what does he mean his world | arch_once | mmb | 0 | 0
im not going to hurt him | arch_once | regina | 0 | 0
im the traitor | arch_once | sidney | 0 | 0
you see i was fine with a loveless marriage | arch_once | cora | 0 | 0
at least for a little while | arch_once | neal | 0 | 0
but uh im afraid we have a more pressing concern | arch_once | belle | 0 | 0
the evil queen | arch_once | regina | 0 | 0
are you alright | arch_once | prince phillip | 0 | 0
i should be home with neal not chasing after some thief | arch_once | mary margaret | 0 | 0
until were together no one leaves this town | arch_once | elsa | 0 | 0
the first time you and i connectedyou remember that | arch_once | emma | 0 | 0
well i dont need your validation | arch_once | regina | 0 | 1
sure you do | arch_got | sandor | 0 | 0
prattling on about diets and exercise | arch_once | mr gold | 0 | 1
and i can teach you | arch_once | regina | 0 | 0
knowing that no one thought you were good enough | arch_once | the wicked witch | 0 | 0
you need to be awake | arch_once | evil queen | 0 | 0
so cold you felt like ice | arch_once | regina | 0 | 0
well the thing is theres this tradition | arch_once | david | 0 | 0
she has something of mine | arch_once | evil queen | 0 | 0
i have seen the white citylong ago | arch_movies | aragorn | 0 | 1
i delivered your voice | arch_once | hook | 0 | 1
then im afraid youve had a very poor  sampling | arch_movies | tumnus | 0 | 1
not when theres a chance she might change | arch_once | snow white | 0 | 0
late is the hour in  which this conjurer chooses to appear | arch_movies | gríma | 0 | 0
the proprietor looked rich and were poor here | arch_once | little john | 0 | 0
henry are you back here | arch_once | evil regina | 0 | 0
i think i should go | arch_once | emma | 0 | 1
and i think its time to fix this broken kingdom dont you | arch_once | arthur | 0 | 0
he ate at school | arch_once | emma | 0 | 1
whered you get that | arch_once | henry | 0 | 0
just as we respect your treasure | arch_once | king george | 0 | 0
the ridge is just a few hundred paces up ahead | arch_once | hook | 0 | 0
i should go | arch_once | regina | 0 | 1
i am not a fool  i realize that the queen is unhappy and yearns for someone to love her in a way that i never can | arch_once | king leopold | 0 | 0
how can you say that when youve never even been to their world | arch_once | anton | 0 | 0
everything you do will be harder | arch_once | the apprentice | 0 | 0
regina gave me the keys to mr golds sons apartment | arch_once | robin | 0 | 0
hell never walk again | arch_got | jon snow | 0 | 0
go on ser davos | arch_got | lyanna | 0 | 0
what was that smoke | arch_once | group | 0 | 0
i can never be brave | arch_once | mr. gold | 0 | 0
if i go | arch_movies | théoden | 0 | 1
i tried that | arch_once | august | 0 | 1
aye knights dont get paid | arch_got | bronn | 0 | 0
youd think travelling with snow white and prince charming would open some doors | arch_once | cruella | 0 | 0
all you had to do was marry king midas daughter | arch_once | king george | 0 | 0
im going to go check in on the dwarves  see how the minings coming | arch_once | david | 0 | 0
how did it go | arch_once | tinker bell | 0 | 1
i cant leave at all | arch_once | maleficent | 0 | 1
why do you care how i look at you | arch_once | emma | 0 | 0
arya would rather act like a beast than a lady | arch_got | septa mordane | 0 | 0
its not easy to get the best of that one | arch_once | will | 0 | 0
you no what that means  no more ice | arch_movies | peter | 0 | 0
youre starting to show | arch_once | rumpelstiltskin | 0 | 0
you finally found her | arch_once | anita | 0 | 0
but when you helped me i seemed to learn pretty fast | arch_once | emma | 0 | 0
shh shh shh shh shh | arch_once | hades | 0 | 1
so today were going to push those instincts until you master them | arch_once | regina | 0 | 0
do you know who that is | arch_once | henry | 0 | 0
but his mind is sound | arch_got | vayrs | 0 | 0
i was looking for um | arch_once | graham | 0 | 0
yeah well i can | arch_once | emma | 0 | 0
theres someone under there | arch_once | aurora | 0 | 0
you look nervous | arch_once | emma | 0 | 0
i wont lie | arch_once | evil queen | 0 | 0
and just how are you gonna do that | arch_once | isaac | 0 | 0
whats that then | arch_once | hook | 0 | 0
in my dream i dont think the evil queen was there to hurt robin | arch_once | regina | 0 | 0
but tomorrow i must press on | arch_once | jonathan | 0 | 0
im walkin here | arch_once | man | 0 | 1
she wouldnt want you to break any rules then | arch_once | hook | 0 | 0
i dont want to | arch_got | joffrey baratheon | 0 | 0
lets see how you really feel | arch_once | cora | 0 | 1
he must really hate me | arch_once | ariel | 0 | 1
but shes given you a way out | arch_once | regina | 0 | 0
i thought the arcade was a sign that you were coming into your own | arch_once | ingrid | 0 | 0
where are you taking him | arch_movies | pippin | 0 | 0
you cant fight for something that doesnt exist | arch_once | prince charming | 0 | 0
i grew up alone | arch_once | neal | 0 | 0
im getting you out of here | arch_once | james | 0 | 0
everyones watching from behind their curtains today | arch_once | hordor | 0 | 0
hes like a little brother to me | arch_got | catelyn stark | 0 | 0
but when i did that there was no one around to give me hope or tell me when i was being stupid | arch_once | emma | 0 | 1
aabout you and mary margaret | arch_once | mr. gold | 0 | 0
oh i have my reasons | arch_once | mr. gold | 0 | 0
it seems youve been on quite an adventure | arch_once | cora | 0 | 0
oh well he saw it while he was on a walk | arch_once | emma | 0 | 0
you didnt tell them where im really from | arch_got | gilly | 0 | 0
i told my father id take care of emma | arch_once | pinocchio | 0 | 0
if i didnt know any better id say häagendasz is smitten with your stomach | arch_once | regina | 0 | 1
victory was near | arch_movies | galadriel | 0 | 0
a quaint little town called storybrooke | arch_once | mr gold | 0 | 0
i need to let people see me for who i am | arch_once | mmb | 0 | 0
because all you care about is yourself | arch_once | baelfire | 0 | 0
this is where he told us you were going to be the saviour | arch_once | mmb | 0 | 0
what is it | arch_once | snow white | 0 | 0
if you wish to bring back rumplestiltskin to life it is where you must go | arch_once | lumiere | 0 | 0
cant be that easy | arch_once | emma | 0 | 0
thats whats going to reignite the dragon inside you | arch_once | regina | 0 | 0
why are these witches waging war against us | arch_once | emma | 0 | 0
i appreciate you trying to be parents but were the same age | arch_once | emma | 0 | 1
as you command your grace | arch_got | eddard stark | 0 | 0
and what happened to him | arch_once | belle | 0 | 0
im walking due north | arch_once | regina | 0 | 0
she abandoned the child in a forest and zelena was sent to the world of oz in a tornado | arch_once | kitsis | 0 | 0
i dont know | arch_got | catelyn stark | 0 | 0
belief must come from within | arch_once | rumplestiltskin | 0 | 0
yeah you you have and it is | arch_once | belle | 0 | 1
youll have to wait here until nightfall | arch_once | evil queen | 0 | 0
belfast remains the heart of the whole thing | arch_got | newman | 0 | 1
i wrote him a letter  him and mary margaret | arch_once | kathryn | 0 | 0
fine if you must know | arch_once | merida | 0 | 1
we have to rest here | arch_once | prince phillip | 0 | 0
here drink this | arch_once | belle | 0 | 1
break the curse | arch_once | emma | 0 | 0
we can talk to him | arch_once | emma | 0 | 0
what does that mean | arch_once | henry | 0 | 1
youre trying to win me over so i can assuage your guilt intentionally or not ms swan you brought marian back | arch_once | regina | 0 | 0
those would be giants | arch_once | mmb | 0 | 0
elrond lord of the high elves steps up to frodos | arch_movies | gandalf | 0 | 0
the weddings in two days | arch_once | prince charming | 0 | 1
there are other drawings on the far wall but as far as i can tell thats all they are | arch_once | hook | 0 | 0
it would be shameful to slaughter such a man and call it justice | arch_got | vardis egan | 0 | 0
i had to return | arch_once | dorothy | 0 | 0
what would  you have me do | arch_movies | théoden | 0 | 0
i didnt want to die | arch_once | mr. gold | 0 | 0
no henrys right  i cant beat regina at this | arch_once | emma | 0 | 0
neal its impossible | arch_once | snow white | 0 | 0
ive had other issues | arch_once | mary margaret | 0 | 1
well now that the suns up we should hit every place gold might go his house shop his cabin | arch_once | david | 0 | 0
his name was aemon targaryen | arch_got | sam | 0 | 0
not just you | arch_once | david | 0 | 0
but the land its its gone | arch_once | dr. whale | 0 | 0
maybe search the wafflecone factory | arch_once | regina | 0 | 1
like what you did to these boys | arch_once | neal | 0 | 0
then tell me | arch_once | henry | 0 | 0
hes a thief a fugitive from the law | arch_once | man | 0 | 0
because if you knew what i was really after youd do everything in your power to stop me | arch_once | emma | 0 | 0
i dont understand | arch_once | snow white | 0 | 0
killian blames himself for ending up here but he told me what happened | arch_once | liam | 0 | 0
well do nothing of the sort | arch_once | mary | 0 | 0
well then its alright | arch_once | cora | 0 | 0
the boy means nothing to me | arch_got | joffrey baratheon | 0 | 0
i just went to jail | arch_once | emma | 0 | 0
you were the boy | arch_once | regina | 0 | 0
can you keep a secret | arch_once | emma | 0 | 0
it was meant to be sweet | arch_once | david | 0 | 1
that she heard they were the most beautiful sight in all the land | arch_once | grumpy | 0 | 0
soon as i walked inside there was a witch waiting for me | arch_once | robin | 0 | 0
well he did let me go | arch_once | belle | 0 | 0
we are not going to hurt you | arch_once | emma | 0 | 0
sansa is your sister | arch_got | eddard stark | 0 | 0
i dont know | arch_once | emma | 0 | 0
you need to be careful who you get into bed with | arch_once | regina | 0 | 1
no no no | arch_once | emma | 0 | 0
what news of the outside world | arch_movies | frodo | 0 | 0
make it two | arch_once | ursula | 0 | 1
were in a different realm | arch_once | elsa | 0 | 0
we couldnt have done it without you | arch_once | cora | 0 | 0
milah what happened | arch_once | pirate | 0 | 0
all thats going to do is get you killed | arch_once | regina | 0 | 0
aye love youre right | arch_once | hook | 0 | 0
you met tinker bell | arch_once | regina | 0 | 0
my love told me in no uncertain terms that she does not feel for me as i do for her | arch_once | prince charming | 0 | 1
i know its late but i was hoping we can talk | arch_once | regina | 0 | 0
yes your majesty | arch_once | sydney | 0 | 0
we hit all three heads at once | arch_once | mary margaret | 0 | 1
and if pan wants you he will get you | arch_once | hooded boy | 0 | 0
its their best shot or | arch_once | emma | 0 | 0
they dont eat fish or dragon | arch_once | cruella | 0 | 0
im the teacher | arch_once | rumplestiltskin | 0 | 1
no one here remembers | arch_once | august | 0 | 0
love is a weapon dearie | arch_once | rumplestiltskin | 0 | 0
you will never make it to that world | arch_once | blue fairy | 0 | 0
take back the lands they stole from  you | arch_movies | saruman | 0 | 0
i came for your  wow this is hard | arch_once | hades | 0 | 1
youll see thats an understatement | arch_once | merlin | 0 | 0
because she is the reason youve never met my mother | arch_once | mmb | 0 | 0
you need to stop cleaning | arch_once | emma | 0 | 1
i had love and hes dead | arch_once | regina | 0 | 0
what are you doing  | arch_got | robert baratheon | 0 | 0
as you wish mlady | arch_once | hook | 0 | 1
ill call regina | arch_once | emma | 0 | 0
who is that | arch_once | hook | 0 | 0
i commanded that you wait there | arch_once | belle | 0 | 0
something was in that storm | arch_once | mary margaret | 0 | 0
leave all that can be spared behind close on aragorna steely light in his eye | arch_movies | aragorn | 0 | 0
never knowing  only guessing  what could possibly be inside that box | arch_once | august | 0 | 0
and sometimes you need to fall very far to finally see the light | arch_once | mr gold | 0 | 0
what do you care | arch_once | cinderella | 0 | 0
and what about jaime lannister | arch_got | eddard stark | 0 | 0
she saved you | arch_once | henry | 0 | 0
im not a kid anymore | arch_once | henry | 0 | 0
come meet your real sisters | arch_once | glinda | 0 | 1
she brought that giant for the beans so she could go back and start over with you | arch_once | hook | 0 | 0
she wants you dead | arch_got | arya stark | 0 | 0
have other northern houses pledged to fight for you | arch_got | robett | 0 | 0
and symbols can be powerful totems | arch_once | regina | 0 | 0
its the least i can do | arch_once | merida | 0 | 0
she took her place to get back at me | arch_once | regina | 0 | 1
hes telling kathryn | arch_once | mmb | 0 | 0
so i suggest you get used to lacey | arch_once | regina | 0 | 0
what are you doing here  | arch_got | arya stark | 0 | 0
ill walk you to the school bus | arch_once | emma | 0 | 0
why have you never told me this | arch_once | elsa | 0 | 0
i just wish i knew how it ended | arch_once | ariel | 0 | 0
